8418	1983	0	1983&8418
7533	3715	0	3715&7533
338	8376	0	8376&338
243	8376	0	8376&243
338	8461	0	8461&338
243	8461	0	8461&243
338	8374	0	8374&338
243	8374	0	8374&243
243	6947	0	6947&243
338	342403	0	342403&338
243	342403	0	342403&243
243	21510350	0	21510350&243
338	980	0	980&338
243	980	0	980&243
444539	980	0	980&444539
243	178	0	178&243
7420	2331	0	2331&7420
135	2331	0	2331&135
243	2331	0	2331&243
445858	2331	0	2331&445858
243	8651	0	8651&243
338	243	0	243&338
338	64685	0	64685&338
243	444539	0	444539&243
338	969516	0	969516&338
135	969516	0	969516&135
445858	969516	0	969516&445858
7420	3282	0	3282&7420
338	70726	0	70726&338
7420	70726	0	70726&7420
243	70726	0	70726&243
6844	3715	0	3715&6844
3469	3715	0	3715&3469
338	3715	0	3715&338
135	3715	0	3715&135
243	3715	0	3715&243
338	10935	0	10935&338
7420	10935	0	10935&7420
243	10935	0	10935&243
338	867	0	867&338
243	867	0	867&243
338	1254	0	1254&338
243	931	0	931&243
243	971	0	971&243
338	995	0	995&338
243	995	0	995&243
7420	995	0	995&7420
444539	995	0	995&444539
243	999	0	999&243
243	6809	0	6809&243
9338	4843	0	4843&9338
3469	8955	0	8955&3469
16790	8955	0	8955&16790
7104	8955	0	8955&7104
7420	5147	0	5147&7420
243	1110	0	1110&243
338	11439	0	11439&338
7420	11439	0	11439&7420
243	11439	0	11439&243
243	1176	0	1176&243
3676	6989	0	6989&3676
5054	8400	0	8400&5054
11137	159055	0	159055&11137
5143	5702160	0	5702160&5143
444305	969516	0	969516&444305
980	159055	0	159055&980
7005	1183	0	1183&7005
6854	10241	0	10241&6854
7935	8663	0	8663&7935
5340	2519	0	2519&5340
243	159055	0	159055&243
971	3715	0	3715&971
6946	7005	0	7005&6946
3033	74404	0	74404&3033
8663	936	0	936&8663
7224	798	0	798&7224
1176	7005	0	7005&1176
936	5702160	0	5702160&936
936	798	0	798&936
936	969516	0	969516&936
3033	6210	0	6210&3033
243	1727	0	1727&243
9810996	3715	0	3715&9810996
7814	2331	0	2331&7814
8663	1183	0	1183&8663
5054	11568	0	11568&5054
7005	5757	0	5757&7005
11137	2331	0	2331&11137
980	7468	0	7468&980
8374	2331	0	2331&8374
8461	6854	0	6854&8461
6947	6854	0	6854&6947
3715	444972	0	444972&3715
6946	7103	0	7103&6946
1493	6854	0	6854&1493
1983	936	0	936&1983
6946	8663	0	8663&6946
8036	11107	0	11107&8036
3033	1048	0	1048&3033
4754	2206	0	2206&4754
2519	1983	0	1983&2519
300	1183	0	1183&300
9015	289	0	289&9015
2331	7243	0	7243&2331
7452	6854	0	6854&7452
15070	1047	0	1047&15070
8663	101	0	101&8663
936	1047	0	1047&936
7492	6854	0	6854&7492
6597	7470	0	7470&6597
243	8441	0	8441&243
2153	5994	0	5994&2153
7935	2331	0	2331&7935
6597	999	0	999&6597
135	7478	0	7478&135
8640	243	0	243&8640
7808	5757	0	5757&7808
7423	7103	0	7103&7423
7475	980	0	980&7475
8663	5757	0	5757&8663
8468	3715	0	3715&8468
7804	14296	0	14296&7804
7475	7103	0	7103&7475
12749	7108	0	7108&12749
12208	13651	0	13651&12208
135	338	0	338&135
135	978	0	978&135
7804	13651	0	13651&7804
2244	65052	0	65052&2244
9257	67519	0	67519&9257
403	1983	0	1983&403
7804	11107	0	11107&7804
12208	9261	0	9261&12208
7804	26731	0	26731&7804
7804	9261	0	9261&7804
14332	7433	0	7433&14332
12208	26731	0	26731&12208
7473	338	0	338&7473
6947	7057	0	7057&6947
3715	978	0	978&3715
8400	7468	0	7468&8400
8209	7806	0	7806&8209
6946	936	0	936&6946
8461	7057	0	7057&8461
978	14332	0	14332&978
6941	8497	0	8497&6941
7423	8651	0	8651&7423
67519	67516	0	67516&67519
11813	7057	0	7057&11813
11397	5757	0	5757&11397
978	12062	0	12062&978
7478	7433	0	7433&7478
6944	338	0	338&6944
8443	7684	0	7684&8443
7420	338	0	338&7420
6947	8640	0	8640&6947
1983	2244	0	2244&1983
7961	5994	0	5994&7961
931	159055	0	159055&931
978	6946	0	6946&978
6989	39912	0	39912&6989
9257	1048	0	1048&9257
7814	7243	0	7243&7814
980	101	0	101&980
7475	7017	0	7017&7475
6954	3102	0	3102&6954
8461	6954	0	6954&8461
1176	2206	0	2206&1176
6946	8651	0	8651&6946
3676	8361	0	8361&3676
2331	936	0	936&2331
135	7470	0	7470&135
135	243	0	243&135
8663	7005	0	7005&8663
11813	8640	0	8640&11813
7434	7452	0	7452&7434
3715	76079	0	76079&3715
980	5147	0	5147&980
7478	11464	0	11464&7478
7478	6318	0	6318&7478
7420	8497	0	8497&7420
7814	7935	0	7935&7814
7423	785	0	785&7423
7452	6954	0	6954&7452
69442	7473	0	7473&69442
8461	8376	0	8376&8461
3469	5757	0	5757&3469
10943	6734	0	6734&10943
7478	12085	0	12085&7478
6734	7095	0	7095&6734
6944	243	0	243&6944
7935	7243	0	7243&7935
1493	3102	0	3102&1493
7434	11817	0	11817&7434
4754	4763	0	4763&4754
31344	1531	0	1531&31344
11386	931	0	931&11386
10943	931	0	931&10943
7452	8663	0	8663&7452
2758	7463	0	7463&2758
7597	996	0	996&7597
6950212	243	0	243&6950212
7479	936	0	936&7479
19318	11487	0	11487&19318
7433	8497	0	8497&7433
969516	785	0	785&969516
300	444539	0	444539&300
6734	931	0	931&6734
2244	4763	0	4763&2244
67516	1048	0	1048&67516
7109	995	0	995&7109
980	6854	0	6854&980
7492	7452	0	7452&7492
8376	7452	0	7452&8376
1493	8461	0	8461&1493
8376	1493	0	1493&8376
6954	11817	0	11817&6954
995	6734	0	6734&995
6853	6734	0	6734&6853
7239	7804	0	7804&7239
7095	10614	0	10614&7095
7580	10614	0	10614&7580
7095	7580	0	7580&7095
7104	5757	0	5757&7104
7239	6734	0	6734&7239
7804	17153	0	17153&7804
8036	3767	0	3767&8036
12208	17153	0	17153&12208
243	7420	0	7420&243
243	11464	0	11464&243
135	11464	0	11464&135
243	6318	0	6318&243
7478	243	0	243&7478
6941	11087	0	11087&6941
31423	9154	0	9154&31423
9171	31423	0	31423&9171
31423	995	0	995&31423
9171	9154	0	9154&9171
6734	9154	0	9154&6734
9154	995	0	995&9154
9171	995	0	995&9171
77245	995	0	995&77245
11396	6734	0	6734&11396
7055	6734	0	6734&7055
6853	7095	0	7095&6853
6853	931	0	931&6853
7055	931	0	931&7055
2244	5147	0	5147&2244
8449	11334	0	11334&8449
931	4685	0	4685&931
7095	4685	0	4685&7095
7095	931	0	931&7095
9257	795	0	795&9257
568	3023	0	3023&568
931	995	0	995&931
568	7095	0	7095&568
11883	7057	0	7057&11883
7452	8461	0	8461&7452
1493	7452	0	7452&1493
7434	6954	0	6954&7434
69442	8461	0	8461&69442
8376	11817	0	11817&8376
6734	7580	0	7580&6734
6853	7580	0	7580&6853
568	6734	0	6734&568
931	10614	0	10614&931
11387	11396	0	11396&11387
11387	6734	0	6734&11387
11387	931	0	931&11387
3893	2969	0	2969&3893
11387	11304	0	11304&11387
11387	11306	0	11306&11387
11387	11328	0	11328&11387
11387	11386	0	11386&11387
7239	931	0	931&7239
7123	5757	0	5757&7123
31423	8418	0	8418&31423
1923	243	0	243&1923
7597	12021	0	12021&7597
2272	8651	0	8651&2272
385	196	0	196&385
8418	6734	0	6734&8418
8418	10241	0	10241&8418
568	10241	0	10241&568
12208	16989	0	16989&12208
135	7420	0	7420&135
8497	6108	0	6108&8497
7470	243	0	243&7470
300	999	0	999&300
9171	8418	0	8418&9171
31423	931	0	931&31423
6853	9154	0	9154&6853
9154	931	0	931&9154
9171	931	0	931&9171
6853	995	0	995&6853
